Customer ID,Gender,Age,Married,Number of Dependents,City,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Revenue,Customer Status,Churn Category,Churn Reason,Calculated Charges,Charges Difference,Churn
2649-HWLYB,Male,45,Yes,0,Fresno,2,65,Offer B,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.15,4929.55,6332.25,Stayed,Not churned,Not churned,4949.75,20.199999999999815,0.0
2650-GYRYL,Male,25,Yes,1,Kerman,6,33,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,19.45,600.25,793.63,Stayed,Not churned,Not churned,641.85,41.60000000000002,0.0
2651-ZCBXV,Male,49,No,0,Burbank,0,54,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.0,5760.65,6719.69,Stayed,Not churned,Not churned,5832.0,71.35000000000036,0.0
2654-VBVPB,Female,22,No,0,Newport Beach,0,1,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,19.9,19.9,31.73,Joined,Not churned,Not churned,19.9,0.0,
2656-FMOKZ,Female,70,No,2,Pasadena,0,15,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.45,1145.7,1806.75,Churned,Dissatisfaction,Limited range of services,1116.75,28.950000000000045,1.0
2656-TABEH,Male,57,Yes,0,Temecula,1,4,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,420.2,533.08,Churned,Dissatisfaction,Service dissatisfaction,400.8,19.399999999999977,1.0
2657-ALMWY,Female,65,Yes,0,Simi Valley,1,26,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.95,2169.75,2644.51,Churned,Price,Price too high,2208.7000000000003,38.95000000000027,1.0
2657-VPXTA,Female,45,Yes,3,Anza,8,10,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,929.45,1257.05,Stayed,Not churned,Not churned,888.5,40.950000000000045,0.0
2659-VXMWZ,Male,58,Yes,0,Newport Coast,0,67,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.3,7482.1,9441.18,Churned,Attitude,Attitude of support person,7457.099999999999,25.00000000000091,1.0
2660-EMUBI,Male,71,No,0,Escondido,0,10,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,898.35,1312.05,Churned,Competitor,Competitor made better offer,953.5,55.14999999999998,1.0
2661-GKBTK,Male,39,Yes,3,Eureka,7,60,Unknown,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.95,4543.95,6175.95,Stayed,Not churned,Not churned,4617.0,73.05000000000018,0.0
2662-NNTDK,Male,50,No,0,Coleville,0,65,Offer B,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,24.8,1600.95,4582.5,Stayed,Not churned,Not churned,1612.0,11.049999999999956,0.0
2664-XJZNO,Male,43,Yes,3,Oroville,5,72,Offer A,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7559.55,8059.95,Stayed,Not churned,Not churned,7552.8,6.75,0.0
2665-NPTGL,Female,79,Yes,0,Sheep Ranch,8,26,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.1,2510.7,2951.69,Stayed,Not churned,Not churned,2550.6,39.90000000000009,0.0
2667-WYLWJ,Female,44,Yes,0,Dunnigan,1,8,Offer E,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,19.75,145.0,514.04,Churned,Price,Long distance charges,158.0,13.0,1.0
2668-TZSPS,Male,32,No,0,Santa Rosa,0,1,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Mailed Check,20.45,20.45,60.06,Joined,Not churned,Not churned,20.45,0.0,
2669-OIDSD,Female,58,Yes,0,Long Beach,3,48,Offer B,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.05,4834.0,4845.51,Stayed,Not churned,Not churned,4802.4,31.600000000000364,0.0
2669-QVCRG,Female,32,No,0,Forest Ranch,0,41,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.3,3190.65,3511.68,Stayed,Not churned,Not churned,3333.3,142.64999999999964,0.0
2672-DZUOY,Male,46,No,0,Buttonwillow,0,1,Offer E,No,Unknown,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,25.15,25.15,Churned,Competitor,Competitor had better devices,25.15,0.0,1.0
2672-HUYVI,Female,53,No,0,Newman,0,6,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.1,455.3,526.16,Churned,Price,Long distance charges,546.5999999999999,91.2999999999999,1.0
2672-OJQZP,Female,35,No,0,Stockton,0,1,Unknown,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.75,44.75,85.62,Joined,Not churned,Not churned,44.75,0.0,
2672-TGEFF,Female,33,Yes,2,Traver,3,37,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.8,3340.55,3380.51,Stayed,Not churned,Not churned,3285.6,54.95000000000027,0.0
2673-CXQEU,Female,73,No,0,Gardena,0,56,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,110.5,6139.5,8778.78,Stayed,Not churned,Not churned,6188.0,48.5,0.0
2673-ZALNP,Female,29,No,0,Mcarthur,0,7,Offer E,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.9,173.15,286.55,Stayed,Not churned,Not churned,139.29999999999998,33.85000000000002,0.0
2674-MIAHT,Female,26,No,0,Blocksburg,0,4,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.3,324.2,479.16,Stayed,Not churned,Not churned,321.2,3.0,0.0
2674-MLXMN,Female,73,No,0,Richmond,0,71,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,99.65,6951.15,9387.38,Stayed,Not churned,Not churned,7075.150000000001,124.00000000000092,0.0
2675-DHUTR,Male,80,Yes,0,Big Pine,8,58,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.9,5780.7,7585.08,Stayed,Not churned,Not churned,5736.200000000001,44.49999999999909,0.0
2675-IJRGJ,Male,62,No,0,Oakland,0,53,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,19.65,978.0,2206.01,Stayed,Not churned,Not churned,1041.4499999999998,63.44999999999982,0.0
2675-OTVVJ,Male,76,Yes,0,Novato,5,31,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,89.45,2807.65,4203.93,Stayed,Not churned,Not churned,2772.9500000000003,34.69999999999982,0.0
2676-ISHSF,Male,22,No,0,Anderson,0,1,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.3,20.3,49.49,Joined,Not churned,Not churned,20.3,0.0,
2676-OXPPQ,Male,22,No,0,Irvine,0,6,Unknown,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.7,335.65,354.61,Stayed,Not churned,Not churned,334.20000000000005,1.4499999999999318,0.0
2676-SSLTO,Male,49,No,0,Hawaiian Gardens,0,49,Unknown,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,66.15,3199.0,4069.73,Stayed,Not churned,Not churned,3241.3500000000004,42.35000000000037,0.0
2680-XKKNJ,Female,60,No,0,Weimar,0,8,Unknown,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.2,469.25,639.41,Stayed,Not churned,Not churned,465.6,3.649999999999977,0.0
2682-KEVRP,Female,65,No,0,Woodlake,0,22,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,20.05,417.0,1173.58,Stayed,Not churned,Not churned,441.1,24.100000000000023,0.0
2683-BPJSO,Male,37,Yes,0,Byron,0,29,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,2467.1,3289.83,Churned,Dissatisfaction,Lack of self-service on Website,2449.05,18.049999999999727,1.0
2683-JXWQQ,Male,24,Yes,1,Visalia,3,61,Unknown,No,Unknown,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,33.6,2117.2,2227.2,Stayed,Not churned,Not churned,2049.6,67.59999999999991,0.0
2684-EIWEO,Female,69,No,0,San Diego,0,30,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,91.7,2758.15,4134.55,Churned,Competitor,Competitor made better offer,2751.0,7.150000000000091,1.0
2685-SREOM,Female,36,Yes,0,Rancho Cucamonga,1,25,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.1,2368.4,2949.4,Churned,Competitor,Competitor had better devices,2227.5,140.9000000000001,1.0
2688-BHGOG,Male,73,No,0,Olancha,0,9,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,79.55,718.55,952.2,Stayed,Not churned,Not churned,715.9499999999999,2.6000000000000227,0.0
2690-DVRVK,Male,27,Yes,2,San Diego,1,5,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,20.55,99.45,305.5,Stayed,Not churned,Not churned,102.75,3.299999999999997,0.0
2691-NZETQ,Male,28,No,0,San Jose,0,9,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.35,758.6,1200.86,Churned,Competitor,Competitor offered higher download speeds,768.15,9.549999999999956,1.0
2692-AQCPF,Female,32,Yes,0,San Mateo,6,65,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.05,7118.9,9806.0,Stayed,Not churned,Not churned,7023.25,95.64999999999964,0.0
2692-BUCFV,Male,79,No,0,Shingle Springs,0,29,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,101.45,2948.6,3199.71,Stayed,Not churned,Not churned,2942.05,6.549999999999727,0.0
2694-CIUMO,Female,47,No,0,Los Angeles,0,12,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55,958.25,1221.41,Stayed,Not churned,Not churned,954.6,3.650000000000091,0.0
2696-ECXKC,Female,34,Yes,1,Ione,6,55,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,100.9,5448.6,7713.5,Stayed,Not churned,Not churned,5549.5,100.89999999999964,0.0
2696-NARTR,Male,40,No,0,Corona Del Mar,0,11,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,926.25,1420.59,Churned,Other,Moved,812.3499999999999,113.90000000000008,1.0
2696-RZVZW,Male,19,Yes,0,Downey,4,68,Offer A,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,25.05,1629.2,3342.12,Stayed,Not churned,Not churned,1703.4,74.20000000000005,0.0
2697-NQBPF,Male,51,No,0,Fulton,0,34,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,3540.65,4492.65,Stayed,Not churned,Not churned,3581.9,41.249999999999545,0.0
2700-LUEVA,Male,49,No,0,Oakland,0,1,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.75,20.75,57.03,Joined,Not churned,Not churned,20.75,0.0,
2703-AMTUL,Male,40,Yes,1,Lookout,2,36,Unknown,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,53.65,1939.35,2227.35,Stayed,Not churned,Not churned,1931.4,7.950000000000045,0.0
2706-QZIHY,Female,35,Yes,0,Los Angeles,9,15,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,25.2,387.9,1088.1,Stayed,Not churned,Not churned,378.0,9.899999999999975,0.0
2709-UQGNP,Male,38,No,0,San Mateo,0,10,Unknown,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,51.65,524.5,1014.9,Stayed,Not churned,Not churned,516.5,8.0,0.0
2710-WYVXG,Female,36,No,0,Sun Valley,0,3,Unknown,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,71.1,213.35,321.73,Joined,Not churned,Not churned,213.3,0.0500000000000113,
2712-SYWAY,Female,30,No,0,Creston,0,1,Offer E,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,25.7,25.7,69.54,Joined,Not churned,Not churned,25.7,0.0,
2716-GFZOR,Male,48,Yes,0,Raymond,10,43,Offer B,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.1,3551.65,3879.74,Stayed,Not churned,Not churned,3702.3,150.64999999999964,0.0
2717-HVIZY,Female,24,No,2,Orleans,0,8,Offer E,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.05,163.6,288.88,Stayed,Not churned,Not churned,160.4,3.1999999999999886,0.0
2718-GAXQD,Female,68,Yes,3,Fallbrook,1,4,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,181.6,350.12,Churned,Competitor,Competitor made better offer,184.0,2.4000000000000057,1.0
2718-YSKCS,Male,64,Yes,3,Tomales,6,71,Offer A,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,19.6,1387.45,2532.68,Stayed,Not churned,Not churned,1391.6,4.150000000000091,0.0
2719-BDAQO,Male,36,No,0,Sunnyvale,0,17,Unknown,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.85,1625.65,1702.32,Churned,Price,Price too high,1595.4499999999998,30.200000000000276,1.0
2720-FVBQP,Female,28,Yes,1,Mccloud,1,6,Offer E,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,273.25,422.23,Stayed,Not churned,Not churned,293.70000000000005,20.450000000000045,0.0
2720-WGKHP,Male,65,No,0,Sloughhouse,0,2,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,181.7,223.68,Churned,Other,Don't know,188.0,6.300000000000011,1.0
2722-JMONI,Female,73,Yes,0,Escondido,1,1,Offer E,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,49.55,73.79,Churned,Dissatisfaction,Limited range of services,49.55,0.0,1.0
2722-VOJQL,Male,30,No,0,San Diego,0,64,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.65,6903.1,8453.82,Churned,Other,Don't know,6761.6,141.5,1.0
2724-FJDYW,Male,31,No,3,Inverness,0,39,Unknown,No,Unknown,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.85,2191.7,2191.7,Stayed,Not churned,Not churned,2139.15,52.54999999999973,0.0
2725-IWWBA,Male,52,Yes,2,El Cajon,9,46,Offer B,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,56.9,2560.1,4328.8,Stayed,Not churned,Not churned,2617.4,57.30000000000018,0.0
2725-KXXWT,Male,26,Yes,0,Vallejo,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,90.75,113.81,Churned,Attitude,Attitude of support person,90.75,0.0,1.0
2725-TTRIQ,Female,45,Yes,3,Menifee,10,72,Offer A,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5986.55,8711.03,Stayed,Not churned,Not churned,6062.400000000001,75.85000000000036,0.0
2729-VNVAP,Female,35,Yes,1,Vallejo,0,33,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,19.8,641.35,1054.18,Stayed,Not churned,Not churned,653.4,12.049999999999956,0.0
2731-GJRDG,Female,55,No,0,Corona,0,32,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.55,3608.0,3755.52,Stayed,Not churned,Not churned,3505.6,102.40000000000008,0.0
2732-ISEZX,Female,44,No,0,Pacific Grove,0,5,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Credit Card,20.5,104.3,227.35,Stayed,Not churned,Not churned,102.5,1.7999999999999972,0.0
2737-WFVYW,Female,28,No,0,Marina Del Rey,0,2,Unknown,No,Unknown,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.25,85.5,95.5,Churned,Dissatisfaction,Product dissatisfaction,90.5,5.0,1.0
2737-YNGYW,Female,29,No,0,Hemet,0,2,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.55,184.1,251.88,Churned,Attitude,Attitude of support person,161.1,23.0,1.0
2739-CACDQ,Female,79,No,0,La Jolla,0,17,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.65,1470.05,1488.07,Stayed,Not churned,Not churned,1405.0500000000002,64.99999999999977,0.0
2739-CCZMB,Male,39,No,1,Alleghany,0,5,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.35,122.0,162.05,Stayed,Not churned,Not churned,101.75,20.25,0.0
2740-JFBOK,Male,35,No,0,Lakewood,0,10,Offer D,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,24.0,226.55,256.65,Stayed,Not churned,Not churned,240.0,13.449999999999989,0.0
2740-TVLFN,Male,42,No,0,Manteca,0,1,Offer E,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.15,50.15,90.02,Joined,Not churned,Not churned,50.15,0.0,
2746-DIJLO,Female,40,No,0,Harbor City,0,41,Offer B,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,56.3,2364.0,3859.27,Stayed,Not churned,Not churned,2308.3,55.70000000000027,0.0
2748-MYRVK,Female,22,No,0,Fresno,0,63,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.9,6137.0,6664.94,Churned,Price,Long distance charges,6293.700000000001,156.70000000000073,1.0
2749-CTKAJ,Male,37,Yes,0,Long Beach,3,22,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,20.15,419.9,1477.22,Stayed,Not churned,Not churned,443.3,23.399999999999977,0.0
2750-BJLSB,Female,32,No,0,Rancho Santa Fe,0,47,Offer B,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.7,4730.6,4845.75,Stayed,Not churned,Not churned,4873.900000000001,143.30000000000018,0.0
2753-JMMCV,Male,41,No,0,Paso Robles,0,65,Offer B,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.2,4805.65,6250.6,Stayed,Not churned,Not churned,4823.0,17.350000000000364,0.0
2754-VDLTR,Male,54,No,0,Greenview,0,10,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.2,930.4,1286.7,Churned,Competitor,Competitor offered more data,952.0,21.600000000000023,1.0
2754-XBHTB,Female,40,No,0,Amador City,0,9,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.65,714.15,920.07,Churned,Competitor,Competitor made better offer,698.85,15.299999999999956,1.0
2758-RNWXS,Male,60,No,0,Oceanside,0,35,Offer C,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,89.2,3251.3,4987.65,Stayed,Not churned,Not churned,3122.0,129.30000000000018,0.0
2761-OCIAX,Male,74,No,0,Palo Cedro,0,2,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.7,165.4,178.42,Churned,Competitor,Competitor made better offer,149.4,16.0,1.0
2761-XECQW,Male,67,Yes,0,Glenhaven,1,8,Unknown,No,Unknown,Yes,Cable,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,43.35,371.4,371.4,Stayed,Not churned,Not churned,346.8,24.59999999999997,0.0
2770-NSVDG,Male,25,Yes,0,San Jose,4,24,Offer C,No,Unknown,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.1,688.0,688.0,Stayed,Not churned,Not churned,698.4000000000001,10.400000000000093,0.0
2773-MADBQ,Female,46,No,0,Long Beach,0,36,Unknown,No,Unknown,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,53.1,1901.25,1901.25,Stayed,Not churned,Not churned,1911.6,10.350000000000136,0.0
2773-OVBPK,Male,60,Yes,0,Orange,1,67,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.3,7567.2,8985.11,Stayed,Not churned,Not churned,7457.099999999999,110.10000000000036,0.0
2774-LVQUS,Female,65,Yes,0,Temecula,2,15,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05,1258.3,2030.25,Churned,Competitor,Competitor made better offer,1245.75,12.549999999999956,1.0
2775-SEFEE,Male,56,No,1,Wilmington,0,10,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,61.9,619.0,918.5,Stayed,Not churned,Not churned,619.0,0.0,0.0
2777-PHDEI,Female,20,No,0,Ahwahnee,0,1,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,No,Month-to-Month,No,Bank Withdrawal,78.05,78.05,117.46,Churned,Competitor,Competitor offered more data,78.05,0.0,1.0
2778-OCLGR,Male,75,Yes,0,Soda Springs,1,24,Unknown,No,Unknown,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,39.1,971.3,971.3,Churned,Competitor,Competitor had better devices,938.4,32.899999999999864,1.0
2782-JEEBU,Male,39,No,0,Los Molinos,0,21,Unknown,No,Unknown,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,36.0,780.15,780.15,Stayed,Not churned,Not churned,756.0,24.149999999999977,0.0
2782-LFZVW,Female,52,No,0,Costa Mesa,0,11,Offer D,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,58.95,601.6,941.87,Stayed,Not churned,Not churned,648.45,46.85000000000002,0.0
2786-GCDPI,Female,75,No,0,Pioneertown,0,50,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,5222.35,6104.85,Stayed,Not churned,Not churned,5247.5,25.14999999999964,0.0
2788-CJQAQ,Male,39,No,0,Winton,0,13,Offer D,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,19.45,270.2,560.23,Stayed,Not churned,Not churned,252.85,17.349999999999994,0.0
2789-CZANW,Female,49,Yes,1,Dublin,7,64,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,110.3,6997.3,8351.54,Stayed,Not churned,Not churned,7059.2,61.89999999999964,0.0
