CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,Churn Reason,Calculated Total,Revenue Difference
1113-IUJYX,Winnetka,Female,No,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,105.95,1348.9,Yes,1,84,Competitor offered higher download speeds,1483.3,134.4
9274-CNFMO,Pacoima,Male,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.95,308.7,Yes,1,69,Competitor offered more data,299.8,8.9
7758-XKCBS,Reseda,Male,No,No,No,15,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.7,438.25,Yes,1,82,Competitor offered more data,445.5,7.25
8992-JQYUN,San Fernando,Male,No,Yes,No,1,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,50.35,Yes,1,65,Competitor offered more data,50.35,0.0
0617-AQNWT,North Hills,Female,No,Yes,No,64,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,47.85,3147.5,Yes,1,66,Competitor made better offer,3062.4,85.1
2446-PLQVO,Santa Clarita,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,1,78,Don't know,70.3,0.0
3005-NFMTA,Valencia,Male,Yes,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.8,5617.75,Yes,1,69,Price too high,5434.0,183.75
8784-CGILN,Tarzana,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.85,1776.95,Yes,1,100,Product dissatisfaction,1797.3,20.35
5389-FFVKB,Thousand Oaks,Male,Yes,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.3,2483.05,Yes,1,94,Service dissatisfaction,2569.6,86.55
8444-WRIDW,Thousand Oaks,Female,Yes,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.45,5224.35,Yes,1,79,Lack of self-service on Website,5309.7,85.35
9451-LPGOO,Panorama City,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.8,620.35,Yes,1,66,Network reliability,607.6,12.75
5868-YWPDW,Sherman Oaks,Male,Yes,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.2,519.15,Yes,1,72,Limited range of services,505.2,13.95
2025-JKFWI,Burbank,Male,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.0,1301.7,Yes,1,81,Lack of affordable download/upload speed,1287.0,14.7
4078-SAYYN,Burbank,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,1129.75,Yes,1,65,Long distance charges,1108.25,21.5
9940-HPQPG,North Hollywood,Female,No,Yes,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.75,865.8,Yes,1,91,Extra data charges,825.75,40.05
6618-RYATB,North Hollywood,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.55,79.55,Yes,1,93,Price too high,79.55,0.0
9079-YEXQJ,Chino,Female,No,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.1,6014.85,Yes,1,93,Product dissatisfaction,5999.4,15.45
2685-SREOM,Rancho Cucamonga,Female,No,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,2368.4,Yes,1,96,Service dissatisfaction,2227.5,140.9
0402-CQAJN,El Monte,Female,No,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.9,3545.35,Yes,1,83,Lack of self-service on Website,3770.3,224.95
6692-UDPJC,South El Monte,Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.65,1301.0,Yes,1,65,Network reliability,1283.1,17.9
1273-MTETI,Rancho Cucamonga,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.85,372.45,Yes,1,74,Don't know,355.4,17.05
5480-HPRRX,Glendora,Female,Yes,No,No,3,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.3,77.75,Yes,1,74,Attitude of support person,75.9,1.85
0295-PPHDO,La Puente,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,Yes,1,71,Attitude of support person,95.45,0.0
1195-OIYEJ,La Puente,Male,No,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,1135.7,Yes,1,78,Attitude of support person,1184.3,48.6
5906-CVLHP,Rowland Heights,Female,No,Yes,No,45,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.15,2319.8,Yes,1,92,Attitude of service provider,2436.75,116.95
4501-EQDRN,Montclair,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.7,69.7,Yes,1,98,Attitude of service provider,69.7,0.0
2990-HWIML,Ontario,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,573.3,Yes,1,82,Attitude of service provider,537.0,36.3
7384-GHBPI,San Dimas,Male,No,Yes,No,3,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.15,99.75,Yes,1,83,Attitude of support person,105.45,5.7
7603-USHJS,San Gabriel,Male,No,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,Yes,1,78,Attitude of support person,885.0,13.6
7234-FECYN,San Gabriel,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.35,780.5,Yes,1,68,Attitude of support person,810.8,30.3
5876-HZVZM,West Covina,Female,No,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),55.9,365.35,Yes,1,87,Attitude of service provider,335.4,29.95
1400-MMYXY,Alhambra,Male,Yes,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,Yes,1,71,Attitude of service provider,317.7,16.95
3085-QUOZK,Alpine,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.95,43.95,Yes,1,76,Attitude of service provider,43.95,0.0
3926-CUQZX,Campo,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.1,45.1,Yes,1,77,Don't know,45.1,0.0
1041-RXHRA,Guatay,Female,No,No,No,41,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.25,2868.05,Yes,1,69,Attitude of support person,2880.25,12.2
1750-CSKKM,Imperial Beach,Male,No,No,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.35,449.75,Yes,1,70,Attitude of support person,498.15,48.4
7142-HVGBG,Mount Laguna,Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.0,4414.3,Yes,1,99,Attitude of service provider,4429.0,14.7
8267-ZNYVZ,Spring Valley,Female,No,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.75,3361.05,Yes,1,81,Attitude of service provider,3423.75,62.7
6457-GIRWB,Carlsbad,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,Yes,1,88,Attitude of service provider,69.35,0.0
1450-SKCVI,Del Mar,Female,No,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,4092.85,Yes,1,72,Attitude of support person,4135.6,42.75
5570-PTWEH,Encinitas,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.15,216.75,Yes,1,78,Attitude of support person,225.45,8.7
6502-MJQAE,Escondido,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,87,Attitude of support person,69.6,0.0
7693-LCKZL,Julian,Male,No,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,385.0,Yes,1,84,Attitude of service provider,400.75,15.75
0032-PGELS,Palomar Mountain,Female,No,Yes,Yes,1,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.5,30.5,Yes,1,74,Attitude of service provider,30.5,0.0
6797-LNAQX,Poway,Male,No,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),98.3,6859.5,Yes,1,98,Attitude of service provider,6881.0,21.5
6394-MFYNG,Solana Beach,Female,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4,5121.3,Yes,1,89,Attitude of support person,5155.2,33.9
1564-NTYXF,San Marcos,Female,Yes,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.0,1127.2,Yes,1,99,Attitude of support person,1066.0,61.2
8155-IBNHG,San Diego,Female,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.4,1747.85,Yes,1,74,Attitude of support person,1809.6,61.75
0886-QGENL,San Diego,Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2754.45,Yes,1,77,Attitude of service provider,2733.75,20.7
8739-WWKDU,San Diego,Male,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,2196.15,Yes,1,90,Attitude of service provider,2237.5,41.35
8685-WHQPW,San Diego,Female,Yes,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.4,1692.6,Yes,1,81,Attitude of service provider,1636.8,55.8
4745-LSPLO,San Diego,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,20.5,Yes,1,84,Attitude of support person,20.5,0.0
8083-YTZES,San Diego,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,Yes,1,73,Attitude of support person,297.4,32.05
7240-FQLHE,San Diego,Female,Yes,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.75,1836.25,Yes,1,68,Attitude of support person,1795.5,40.75
6664-FPDAC,San Diego,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,6418.9,Yes,1,91,Attitude of service provider,6269.2,149.7
0786-VSSUD,San Diego,Male,Yes,No,No,16,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,39.0,679.85,Yes,1,92,Attitude of service provider,624.0,55.85
3976-BWUCK,San Diego,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.1,2804.45,Yes,1,94,Attitude of service provider,2823.0,18.55
3585-ISXZP,Indio,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.65,778.1,Yes,1,95,Attitude of support person,765.2,12.9
6583-QGCSI,Indian Wells,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.05,4367.35,Yes,1,87,Competitor made better offer,4402.5,35.15
4174-LPGTI,Beaumont,Female,No,Yes,No,41,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.5,2728.6,Yes,1,65,Moved,2726.5,2.1
2108-XWMPY,Cabazon,Male,No,No,No,3,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35.45,106.85,Yes,1,70,Moved,106.35,0.5
6304-IJFSQ,Calipatria,Male,No,No,No,3,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,130.1,Yes,1,73,Moved,149.7,19.6
0093-XWZFY,Desert Hot Springs,Male,No,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,4036.85,Yes,1,93,Competitor had better devices,4180.0,143.15
1980-KXVPM,El Centro,Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.05,256.25,Yes,1,83,Competitor offered higher download speeds,225.15,31.1
7703-ZEKEF,Heber,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.0,1917.1,Yes,1,78,Competitor offered more data,1863.0,54.1
0723-DRCLG,Holtville,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.45,74.45,Yes,1,94,Competitor made better offer,74.45,0.0
5482-NUPNA,Imperial,Female,No,No,No,4,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,272.15,Yes,1,90,Competitor had better devices,241.6,30.55
1122-JWTJW,Ocotillo,Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.65,70.65,Yes,1,82,Competitor had better devices,70.65,0.0
1699-HPSBG,Palm Springs,Male,No,No,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,59.8,727.8,Yes,1,69,Competitor offered higher download speeds,717.6,10.2
8775-CEBBJ,Seeley,Female,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.2,403.35,Yes,1,87,Competitor offered higher download speeds,397.8,5.55
6894-LFHLY,Vidal,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,75.75,Yes,1,97,Competitor offered higher download speeds,75.75,0.0
0639-TSIQW,White Water,Female,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.95,6886.25,Yes,1,70,Competitor offered more data,6897.65,11.4
8361-LTMKD,Apple Valley,Male,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,306.6,Yes,1,77,Competitor offered more data,297.6,9.0
7590-VHVEG,Los Angeles,Female,No,Yes,No,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.85,29.85,No,0,27,,29.85,0.0
5575-GNVDE,Los Angeles,Male,No,No,No,34,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,56.95,1889.5,No,0,61,,1936.3,46.8
7795-CFOCW,Los Angeles,Male,No,No,No,45,No,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),42.3,1840.75,No,0,66,,1903.5,62.75
1452-KIOVK,Los Angeles,Male,No,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1,1949.4,No,0,43,,1960.2,10.8
6713-OKOMC,Los Angeles,Female,No,No,No,10,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.75,301.9,No,0,51,,297.5,4.4
6388-TABGU,Los Angeles,Male,No,No,No,62,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15,3487.95,No,0,58,,3481.3,6.65
9763-GRSKD,Los Angeles,Male,No,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.95,587.45,No,0,76,,649.35,61.9
7469-LKBCI,Los Angeles,Male,No,No,No,16,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),18.95,326.8,No,0,39,,303.2,23.6
8091-TTVAX,Los Angeles,Male,No,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,No,0,71,,5820.3,139.2
5129-JLPIS,Los Angeles,Male,No,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,No,0,75,,2637.5,48.55
3655-SNQYZ,Los Angeles,Female,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15,No,0,43,,7814.25,80.9
8191-XWSZG,Los Angeles,Female,No,No,No,52,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.65,1022.95,No,0,35,,1073.8,50.85
9959-WOFKT,Los Angeles,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,No,0,73,,7575.7,193.45
4183-MYFRB,Los Angeles,Female,No,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,No,0,57,,1891.05,28.15
1680-VDCWW,Los Angeles,Male,No,Yes,No,12,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.8,202.25,No,0,77,,237.6,35.35
3638-WEABW,Los Angeles,Female,No,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,No,0,53,,3474.2,30.9
6322-HRPFA,Los Angeles,Male,No,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,No,0,79,,2920.4,49.9
6865-JZNKO,Los Angeles,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,No,0,65,,1659.0,128.4
5248-YGIJN,Los Angeles,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,No,0,21,,6498.0,128.55
3841-NFECX,Los Angeles,Female,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,No,0,38,,6840.85,73.9
4929-XIHVW,Los Angeles,Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,No,0,69,,191.0,9.35
6827-IEAUQ,Los Angeles,Female,No,Yes,No,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,No,0,66,,1786.05,88.4
7310-EGVHZ,Los Angeles,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.2,20.2,No,0,77,,20.2,0.0
3413-BMNZE,Los Angeles,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,0,40,,45.25,0.0
6234-RAAPL,Los Angeles,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No,0,79,,7192.8,58.9
6572-ADKRS,Los Angeles,Female,No,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,No,0,41,,3440.8,107.5
8865-TNMNX,Los Angeles,Male,No,Yes,No,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,No,0,22,,495.5,19.8
9489-DEDVP,Los Angeles,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No,0,25,,4844.0,28.35
9867-JCZSP,Los Angeles,Female,No,Yes,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.75,418.25,No,0,64,,352.75,65.5
4671-VJLCL,Los Angeles,Female,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,No,0,70,,5030.55,169.1
4080-IIARD,Los Angeles,Female,No,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,No,0,41,,990.6,9.15
3714-NTNFO,Los Angeles,Female,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,No,0,71,,4140.5,233.8
5948-UJZLF,Los Angeles,Male,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,No,0,57,,98.5,1.5
7639-LIAYI,Los Angeles,Male,No,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No,0,49,,4147.0,70.8
2954-PIBKO,Los Angeles,Female,No,Yes,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No,0,62,,4426.35,172.25
8012-SOUDQ,Los Angeles,Female,Yes,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,0,52,,3880.75,42.0
6575-SUVOI,Los Angeles,Female,Yes,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,No,0,25,,1737.5,15.15
4667-QONEA,Los Angeles,Female,Yes,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,No,0,59,,4491.0,34.65
8769-KKTPH,Los Angeles,Female,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,No,0,79,,6277.95,33.25
5067-XJQFU,Los Angeles,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,No,0,74,,7157.7,81.35
3957-SQXML,Los Angeles,Female,No,Yes,No,34,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.95,894.3,No,0,62,,848.3,46.0
5954-BDFSG,West Hollywood,Female,No,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,No,0,53,,7740.0,113.7
0434-CSFON,Los Angeles,Female,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,No,0,70,,4723.5,16.4
1215-FIGMP,Los Angeles,Male,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,No,0,35,,5394.0,56.7
0526-SXDJP,Bell,Male,No,Yes,No,72,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,No,0,29,,3031.2,69.2
0557-ASKVU,Beverly Hills,Female,No,Yes,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,No,0,33,,979.2,22.1
5122-CYFXA,Beverly Hills,Female,No,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,No,0,35,,225.9,18.2
8627-ZYGSZ,Compton,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,No,0,61,,3708.3,57.95
3410-YOQBQ,Compton,Female,No,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,No,0,78,,2455.2,42.0
3170-NMYVV,Compton,Female,No,Yes,No,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.15,930.9,No,0,20,,1007.5,76.6
7410-OIEDU,Culver City,Male,No,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,No,0,38,,798.5,88.85
2273-QCKXA,Culver City,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,No,0,30,,49.05,0.0
0731-EBJQB,Downey,Female,No,Yes,No,52,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.4,1090.65,No,0,26,,1060.8,29.85
1891-QRQSA,Downey,Male,Yes,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,No,0,69,,7142.4,43.4
8028-PNXHQ,Downey,Male,No,Yes,No,62,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No,0,33,,1503.5,78.9
5630-AHZIL,El Segundo,Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,No,0,54,,193.5,16.1
2673-CXQEU,Gardena,Female,Yes,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,0,21,,6188.0,48.5
6416-JNVRK,Gardena,Female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,No,0,56,,2559.9,128.95
5590-ZSKRV,Gardena,Female,No,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,No,0,43,,437.2,45.05
0191-ZHSKZ,Hawthorne,Male,Yes,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,No,0,55,,2242.5,131.2
3887-PBQAO,Hermosa Beach,Female,No,Yes,No,45,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.9,1216.6,No,0,78,,1165.5,51.1
